H13,8,ДРУГИ ЗАБОЛУВАЊАНА КОЊУНКТИВАТА КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДР.МЕСТО 
H15,,ЗАБОЛУВАЊА НА СКЛЕРАТА                                               
H15,0,СКЛЕРИТ                                                               
H15,1,ЕПИСКЛЕРИТ                                                            
H15,8,ДРУГИ ЗАБОЛУВАЊА НА СКЛЕРАТА                                         
H15,9,ЗАБОЛУВАЊЕ НА СКЛЕРАТА, НЕОЗНАЧЕНО                                   
H16,,КЕРАТИТ                                                               
H16,0,КОРНЕАЛЕН УЛКУС                                                       
H16,1,ДРУГ ПОВРШЕН КЕРАТИТ БЕЗ КОЊУНКТИВИТ                                 
H16,2,КЕРАТОКОЊУНКТИВИТ                                                    
H16,3,ИНТЕРСТИЦИЈАЛЕН И ДЛАБОК КЕРАТИТ                                      
H16,4,КОРНЕАЛНА НЕОВАСКУЛАРИЗАЦИЈА                                          
H16,8,ДРУГ КЕРАТИТ                                                          
H16,9,КЕРАТИТ,НЕОЗНАЧЕНО                                                    
H17,,КОРНЕАЛНИ ЛУЗНИ И ЗАМАТУВАЊА                                         
H17,0,АТХЕРЕНТЕН ЛЕУКОМ                                                     
H17,1,ДРУГО ЦЕНТРАЛНО КОРНЕАЛНО ЗАМАТУВАЊЕ                                 
H17,8,ДРУГИ КОРНЕАЛНИ ЛУЗНИ И ЗАМАТУВАЊА                                   
H17,9,КОРНЕАЛНА ЛУЗНА И ЗАМАТУВАЊЕ, НЕОЗНАЧЕНО                             
H18,,ДРУГИ ЗАБОЛУВАЊА НА КОРНЕЈАТА                                        
H18,0,КОРНЕАЛНИ ПИГМЕНТАЦИИ И НАТАЛОЖУВАЊА                                 
H18,1,БУЛОЗНА КЕРАТОПАТИЈА                                                  
H18,2,ДРУГ КОРНЕАЛЕН ЕДЕМ                                                   
H18,3,ПРОМЕНИ НА КОРНЕАЛНИТЕ МЕМБРАНИ                                       
H18,4,КОРНЕАЛНА ДЕГЕНЕРАЦИЈА                                                
H18,5,ХЕРЕДИТАРНИ ДИСТРОФИИ НА КОРНЕЈАТА                                    
H18,6,КЕРАТОКОНУС                                                           
H18,7,ДРУГИ ДЕФОРМИТЕТИ НА КОРНЕЈАТА                                        
H18,8,ДРУГИ ОЗАНЧЕНИ ЗАБОЛУВАЊА НА КОРНЕЈАТА                               
H18,9,ЗАБОЛУВАЊЕ НА КОРНЕЈАТА,НЕОЗНАЧЕНО                                   
H19,,ЗАБОЛУВАЊЕ НА СКЛЕРАТА И НА КОРНЕЈАТА КАЈ БОЛЕСТИ КЛАСИФИЦ. НА ДР. МЕСТО
H19,0,СКЛЕРИТ И ЕПИСКЛЕРИТ КАЈ БОЛЕСТИ КАЛСИФИЦИРАНИ НА ДРУГО МЕСТО         
H19,1,ХЕРПЕСВИРУСЕН КЕРАТИТ И КЕРАТОКОЊУНКТИВИТ(B00.5+)                    
H19,2,КЕРАТИТ И КЕРАТОКОЊУНКТИВИТ КАЈ ДР.ИНФЕКТ.И ПАРАЗ.БОЛ.КЛАСИФ.НА ДР.МЕСТО 
H19,3,КЕРАТИТИ И КЕРАТОКОЊУНКТИВИТ КАЈ ДР.БОЛ.КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО 
H19,8,ДРУГИ ЗАБОЛУВАЊА НА СКЛЕРАТА И НА КОРНЕЈАТА КАЈ БОЛ.КЛАСИФ.НА ДРУГ.МЕСТО
H20,,ИРИДОЦИКЛИТ                                                           
H20,0,АКУТЕН И СУБАКУТЕН ИРИДОЦИКЛИТ                                        
H20,1,ХРОНИЧЕН ИРИДОЦИКЛИТ                                                  
H20,2,ОД ЛЕЌАТА ПРЕДИЗВИКАН ИРИДОЦИКЛИТ                                     
H20,8,ДРУГ ИРИДОЦИКЛИТ                                              
H20,9,ИРИДОЦИКЛИТ,НЕОЗНАЧЕНО                                                
H21,,ДРУГИ ЗАБОЛУВАЊА НА ИРИСОТ НА ЦИЛИЈАРНОТО ТЕЛО                       
H21,0,ХИФЕМА                                                                
H21,1,ДРУГИ ВАСКУЛАРНИ ЗАБОЛУВАЊА НА ИРИСОТ НА ЦИЛИЈАРНОТО ТЕЛО            
H21,2,ДЕГЕНАРАЦИЈА НА ИРИСОТ И НА ЦИЛИЈАРНОТО ТЕЛО                          
H21,3,ЦИСТА НА ИРИСОТ,НА ЦИЛИЈАРНОТО ТЕЛО И НА ПРЕДНАТА КОМОРА              
H21,4,ПУПИЛАРНИ МЕМБРАНИ                                                    
H21,5,ДРУГИ АТХЕЗИИ И ПРОЦЕПИ НА ИРИСОТ И НА ЦИЛИЈАРНОТО ТЕЛО               
H21,8,ДРУГИ ОЗНАЧЕНИ ЗАБОЛУВАЊА НА ИРИСОТ И НА ЦИЛИЈАРНОТО ТЕЛО            
H21,9,ЗАБОЛУВАЊЕ НА ИРИСОТ И НА ЦИЛИЈАРНОТО ТЕЛО,НЕОЗНАЧЕНО                
H22,,ЗАБОЛУВАЊА НА ИРИСОТ НА ЦИЛИЈАРНОТО ТЕЛО КАЈ БОЛЕСТИ КЛАСИФ. НА ДР. МЕСТО
H22,0,ИРИДОЦИКЛИТ КАЈ ИНФЕКТИВНИ И КАЈ ПАРАЗИТСКИ БОЛЕСТИ КЛАС.НА ДР. МЕСТО 
H22,1,ИРИДОЦИКЛИТ КАЈ ДРУГИ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО            
H22,8,ДРУГИ ЗАБОЛУВАЊА НА ИРИСОТ И НА ЦИЛИЈАРНОТО ТЕЛО КАЈ БОЛ.КЛАС.НА Д.М. 
H25,,СЕНИЛНА КАТАРАКТА                                                     
H25,0,ПОЧЕТНА СЕНИЛНА КАТАРАКТА                                             
H25,1,СЕНИЛНА НУКЛЕАРНА КАТАРАКТА                                           
H25,2,СЕНИЛНА КАТАРАКТА,МОРГАГНИЕВ ТИП                                      
H25,8,ДРУГА СЕНИЛНА КАТАРАКТА                                               
H25,9,СЕНИЛНА КАТАРАКТА,НЕОЗНАЧЕНО                                          
H26,,ДРУГА КАТАРАКТА                                                       
H26,0,ИНФАНТИЛНА, ЈУВЕНИЛНА И ПРЕСЕНИЛНА КАТАРАКТА                          
H26,1,ТРАУМАТСКА КАТАРАКТА                                                  
H26,2,КОМПЛИЦИРАНА КАТАРАКТА                                                
H26,3,КАТАРАКТА ПРЕДИЗВИКАНА СО ЛЕК                                         
H26,4,СОСТОЈБА ПО КАТАРАКТА                                                 
H26,8,ДРУГА ОЗНАЧЕНА КАТАРАКТА                                              
H26,9,КАТАРАКТА,НЕОЗНАЧЕНО                                                  
H27,,ДРУГИ ЗАБОЛУВАЊА НА ЛЕЌАТА                                           
H27,0,АФАКИЈА                                                               
H27,1,ДИСЛОКАЦИЈА НА ЛЕЌАТА                                                 
H27,8,ДРУГИ ОЗНАЧЕНИ ЗАБОЛУВАЊА НА ЛЕЌАТА                                  
H27,9,ЗАБОЛУВАЊА НА ЛЕЌАТА,НЕОЗНАЧЕНО                                      
H28,,КАТАРАКТА И ДРУГИ ЗАБОЛУВАЊА НА ЛЕЌАТА КАЈ БОЛЕСТИ КЛАСИФ.ДР.МЕСТО   
H28,0,ДИЈАБЕТИЧНА КАТАРАКТА(Е10-Е14+ СО ЗАЕДНИЧКИ ЧЕТВРТИ ЗНАК.3)           
H28,1,КАТАРАКТА КАЈ ДРУГИ ЕНДОКРИНИ,НУТРИТИВНИ И МЕТАБОЛИЧНИ БОЛЕСТИ        
H28,2,КАТАРАКТА КАЈ ДРУГИ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО              
H28,8,ДРУГИ ЗАБОЛУВАЊА НА ЛЕЌАТА КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО  
H30,,ХОРИОРЕТИНАЛНО ВОСПАЛЕНИЕ                                             
H30,0,ФОКАЛНО ХОРИОРЕТИНАЛНО ВОСПАЛЕНИЕ                                     
H30,1,ДИСЕМИНИРАНО ХОРИОРЕТИНАЛНО ВОСПАЛЕНИЕ                                
H30,2,ПОСТЕРИОРЕН ЦИКЛИТ                                                    
H30,8,ДРУГИ ХОРИОРЕТИНАЛНИ ВОСПАЛЕНИЈА                                      
H30,9,ХОРИОРЕТИНАЛНО ВОСПАЛЕНИЕ,НЕОЗНАЧЕНО                                  
H31,,ДРУГИ ЗАБОЛУВАЊА НА ХОРИОИДЕЈАТА                                     
H31,0,ХОРИОРЕТИНАЛНИ ЛУЗНИ                                                  
H31,1,ХОРИОИДНА ДЕГЕНЕРАЦИЈА                                                
H31,2,ХЕРЕДИТАРНА ХОРИОИДНА ДИСТРОФИЈА                                      
H31,3,ХОРИОИДНО КРВАВЕЊЕ И РУПТУРА                                         
H31,4,ОДЛУПУВАЊЕ НА ХОРИОИДЕЈАТА                                           
H31,8,ДРУГИ ОЗНАЧЕНИ ЗАБОЛУВАЊА НА ХОРИОИДЕЈЕТА                            
H31,9,ЗАБОЛУВАЊЕ НА ХОРИОИДЕЈАТА , НЕОЗНАЧЕНО                              
H32,,ХОРИОРЕТИНАЛНИ ЗАБОЛУВАЊА КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО   
H32,0,ХОРИОРЕТИНАЛНО ВОСПАЛЕНИЕ КАЈ ИНФЕКТ.И ПАРАЗИТ.БОЛ.КЛАСИФ.НА ДР. МЕСТО 
H32,8,ДРУГИ ХОРИОРЕТИНАЛНИ ЗАБОЛУВАЊА КАЈ БОЛЕСТИ КЛАСИФИЦ.НА ДРУГО МЕСТО  
H33,,ОДЛУПУВАЊЕ  И ДЕФЕКТИ НА РЕТИНАТА                                    
H33,0,ОДЛУПУВАЊЕ НА РЕТИНАТА СО ДЕФЕКТ НА РЕТИНАТА                         
H33,1,РЕТИНОШИЗА И РЕТИНАЛНИ ЦИСТИ                                          
H33,2,СЕРОЗНО ОДЛУПУВАЊЕ НА РЕТИНАТА                                       
H33,3,ДЕФЕКТИ НА РЕТИНАТА БЕЗ ОДЛУПУВАЊЕ                                   
H33,4,ОДЛУПУВАЊЕ НА РЕТИНАТА ШТО Е ПОСЛЕДИЦА НА ВЛЕЧЕЊЕ                   
H33,5,ДРУГО ОДЛУПУВАЊЕ НА РЕТИНАТА                                         
H34,,ВАСКУЛАРНИ ОКЛУЗИИ НА РЕТИНАТА                                        
H34,0,ТРАНЗИТОРНА ОКЛУЗИЈА НА РЕТИНАЛНАТА АРТЕРИЈА                          
H34,1,ОКЛУЗИЈА НА ЦЕНТРАЛНА РЕТИНАЛНА АРТЕРИЈА                              
H34,2,ДРУГИ ОКЛУЗИИ НА РЕТИНАЛНАТА АРТЕРИЈА                                 
H34,8,ДРУГИ ВАСКУЛАРНИ ОКЛУЗИИ НА РЕТИНАТА                                  
H34,9,ВАСКУЛАРНА ОКЛУЗИЈА НА РЕТИНАТА, НЕОЗНАЧЕНО                           
H35,,ДРУГИ ЗАБОЛУВАЊА НА РЕТИНАТА                                         
H35,0,ПОСЛЕДИЧНА РЕТИНОПАТИЈА НА ВАСКУЛАРНИ ПРОМЕНИ НА РЕТИНАТА             
H35,1,РЕТИНОПАТИЈА КАЈ ПРЕМАТУРУС                                           
H35,2,ДРУГА ПРОЛИФЕРАТИВНА РЕТИНОПАТИЈА                                     
H35,3,ДЕГЕНЕРАЦИЈА НА МАКУЛАТА И ЗАДНИОТ ПОЛ                                
H35,4,ПЕРИФЕРНА ДЕГЕНЕРАЦИЈА НА РЕТИНАТА                                    
H35,5,ХЕРЕДИТАРНА ДИСТРОФИЈА НА РЕТИНАТА                                    
H35,6,РЕТИНАЛНО КРВАВЕЊЕ                                                   
H35,7,РАЗДВОЈУВАЊЕ НА СЛОЕВИТЕ  НА РЕТИНАТА                                
H35,8,ДРУГИ ОЗНАЧЕНИ ЗАБОЛУВАЊА НА РЕТИНАТА                                
H35,9,ЗАБОЛУВАЊЕ НА РЕТИНАТА,НЕОЗНАЧЕНО                                    
H36,,ЗАБОЛУВАЊА НА РЕТИНАТА КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО      
H36,0,ДИЈАБЕТИЧНА РЕТИНОПАТИЈА (Е10-Е14+СО ЗАЕДНИЧКИ ЧЕТВРТИ ЗНАК.3)        
H36,8,ДРУГИ ЗАБОЛУВАЊА НА РЕТИНАТА КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДР. МЕСТО  
H40,,ГЛАУКОМ                                                               
H40,0,ПРЕТПОСТАВЕН ГЛАУКОМ                                                  
H40,1,ГЛАУКОМ СО ПРИМАРНО ОТВОРЕН АГОЛ                                      
H40,2,ГЛАУКОМ СО ПРИМАРНО ЗАТВОРЕН АГОЛ                                     
H40,3,СЕКУНДАРЕН ГЛАУКОМ ПОСЛЕДИЦА ОД ТРАУМА НА ОКОТО                       
H40,4,СЕКУНДАРЕН ГЛАУКОМ ПОСЛЕДИЦА ОД ВОСПАЛЕНИЕ НА ОКОТО                   
H40,5,СЕКУНДАРЕН ГЛАУКОМ ПОСЛЕДИЦА ОД ДРУГИ ЗАБОЛУВАЊА НА ОКОТО            
H40,6,СЕКУНДАРЕН ГЛАУКОМ ПОСЛЕДИЦА ОД ЛЕК                                   
H40,8,ДРУГ ГЛАУКОМ                                                          
H40,9,ГЛАУКОМ, НЕОЗНАЧЕНО                                                   
H42,,ГЛАУКОМ КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО                      
H42,0,ГЛГЛАУКОМ КАЈ ЕНДОКРИНИ,НУТРИТИВНИ И МЕТАБОЛИЧНИ БОЛЕСТИ              
H42,8,ГЛАУКОМ КАЈ ДРУГИ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО                
H43,,ЗАБОЛУВАЊА НА СТАКЛЕСТОТО ТЕЛО                                       
H43,0,ПРОЛАПС НА СТАКЛЕСТОТО ТЕЛО                                           
H43,1,КРВАВЕЊЕ ВО СТАКЛЕСТОТО ТЕЛО                                         
H43,2,КРИСТАЛНИ ДЕПОЗИТИ ВО СТАКЛЕСТОТО ТЕЛО                                
H43,3,ДРУГИ ЗАМАТУВАЊА НА СТАКЛЕСТОТО ТЕЛО                                 
H43,8,ДРУГИ ЗАБОЛУВАЊА НА СТАКЛЕСТОТО ТЕЛО                                 
H43,9,ЗАБОЛУВАЊЕ НА СТАКЛЕСТОТО ТЕЛО,НЕОЗНАЧЕНО                            
H44,,ЗАБОЛУВАЊА НА ОЧНОТО ЈАБОЛКО                                         
H44,0,ПУРУЛЕНТЕН ЕНДОФТАЛМИТ                                                
H44,1,ДРУГ ЕНДОФТАЛМИТ                                                      
H44,2,ДЕГЕНЕРАТИВНА МИОПИЈА                                                 
H44,3,ДРУГИ ДЕГЕНЕРАТИВНИ ЗАБОЛУВАЊА НА ОЧНОТО ЈАБОЛКО                     
H44,4,ХИПОТОНИЈА НА ОКОТО                                                   
H44,5,ДЕГЕНЕРАТИВНИ СОСТОЈБИ НА ОЧНОТО ЈАБОЛКО                              
H44,6,ИНТРАОКУЛАРНО ЗАОСТАНАТО(СТАРО)ТУЃО ТЕЛО,МАГНЕТСКО                    
H44,7,ИНТРАОКУЛАРНО ЗАОСТАНАТО(СТАРО)ТУЃУ ТЕЛО,НЕМАГНЕТСКО                  
H44,8,ДРУГИ ЗАБОЛУВАЊА НА ОЧНОТО ЈАБОЛКО                                   
H44,9,ЗАБОЛУВАЊЕ НА ОЧНОТО ЈАБОЛКО,НЕОЗНАЧЕНО                              
H45,,ЗАБОЛУВ.НА СТАКЛЕСТ.ТЕЛО И НА ОЧНОТО ЈАБОЛКО КАЈ БОЛ.КЛАС.НА ДР.МЕСТО 
H45,0,КРВАВЕЊЕ ВО СТАКЛЕСТОТО ТЕЛО КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО 
H45,1,ЕНДОФТАЛМИТ КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО                  
H45,8,ДРУГИ ЗАБОЛУВ.НА СТАКЛЕСТ.ТЕЛО И НА ОЧНО.ЈАБОЛ.КАЈ БОЛ.КЛАС.НА ДР. МЕСТО 
H46,,ОПТИЧКИ НЕВРИТ                                                        
H47,,ДРУГИ ЗАБОЛУВАЊА НА ОПТИЧКИОТ [2-ОТ]НЕРВ И НА ВИДНИТЕ ПАТИШТА        
H47,0,ЗАБОЛУВАЊА НА ОПТИЧКИОТ НЕРВ,НЕКЛАСИФИЦИРАНИ  НА ДРУГО МЕСТО         
H47,1,ПАПИЛОЕДЕМ,НЕОЗНАЧЕНО                                                 
H47,2,ОПТИЧКА АТРОФИЈА                                                      
H47,3,ДРУГИ ЗАБОЛУВАЊА НА ОПТИЧКИОТ ДИСК                                   
H47,4,ЗАБОЛУВАЊА НА ОПТИЧКАТА ХИЈАЗМА                                      
H47,5,ЗАБОЛУВАЊА НА ДРУГИ ВИДНИ ПАТИШТА                                    
H47,6,ЗАБОЛУВАЊА НА КОРТИКАЛНИОТ ЦЕНТАР ЗА ВИД                             
H47,7,ЗАБОЛУВАЊЕ НА ВИДНИТЕ ПАТИШТА, НЕОЗНАЧЕНО                            
H48,,ЗАБОЛУВАЊА НА ОПТИЧКИОТ [2-ОТ]НЕРВ И НА ВИДНИТЕ ПАТ.КАЈ БОЛ.НА ДР.МЕСТО 
H48,0,ОПТИЧКА АТРОФИЈА КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО             
H48,1,РЕТРОБУЛБАРЕН НЕВРИТ КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО         
H48,8,ДРУГИ ЗАБОЛУВАЊА  НА ОПТИЧКИОТ НЕРВ И НА ВИДНИТЕ ПАТИШТА КАЈ БОЛ.КЛАСИФ.НА ДРУГО МЕСТО 
H49,,ПАРАЛИТИЧЕН СТРАБИЗАМ                                                 
H49,0,ПАРАЛИЗА НА ТРЕТИОТ[ОКУЛОМОТОРЕН]НЕРВ                                 
H49,1,ПАРАЛИЗА НА ЧЕТРВРТИОТ[ТРОХЛЕАРЕН] НЕРВ                               
H49,2,ПАРАЛИЗА НА ШЕСТИОТ[АБДУЦЕНТЕН]НЕРВ                                   
H49,3,ТОТАЛНА(НАДВОРЕШНА)ОФТАЛМОПЛЕГИЈА                                     
H49,4,ПРОГРЕСИВНА НАДВОРЕШНА ОФТАЛМОПЛЕГИЈА                                 
H49,8,ДРУГ ПАРАЛИТИЧЕН СТРАБИЗАМ                                            
H49,9,ПАРАЛИТИЧЕН СТРАБИЗАМ,НЕОЗНАЧЕНО                                      
H50,,ДРУГ СТРАБИЗАМ                                                        
H50,0,КОНВЕРГЕНТЕН КОНКОМИТАНТЕН СТРАБИЗАМ                                  
H50,1,ДИВЕРГЕНТЕН КОНКОМИТАНТЕН СТРАБИЗАМ                                   
H50,2,ВЕРТИКАЛЕН СТРАБИЗАМ                                                  
H50,3,ИНТЕРМИТЕНТНА ХЕТЕРОТРОПИЈА                                           
H50,4,ДРУГА И НЕОЗНАЧЕНА ХЕТЕРОТРОПИЈА                                      
H50,5,ХЕТЕРОФОРИЈА                                                          
H50,6,МЕХАНИЧКИ СТРАБИЗАМ                                                   
H50,8,ДРУГ ОЗНАЧЕН СТРАБИЗАМ                                                
H50,9,СТРАБИЗАМ, НЕОЗНАЧЕНО                                                 
H51,,ДРУГИ ЗАБОЛУВАЊА НА БИНОКУЛАРНОТО ДВИЖЕЊЕ                           
H51,0,ПАРАЛИЗА НА ПАРАЛЕЛНОТО ДВИЖЕЊЕ                                      
H51,1,ИНСУФИЦИЕНТНА ИЛИ ПРЕКУМЕРНА КОНВЕРГЕНЦИЈА                            
H51,2,ИНТЕРНУКЛЕАРНА ОФТАЛМОПЛЕГИЈА                                         
H51,8,ДРУГИ ОЗНАЧЕНИ ЗАБОЛУВАЊА НА БИНОКУЛАРНОТО ДВИЖЕЊЕ                  
H51,9,ЗАБОЛУВАЊЕ НА БИНОКУЛАРНОТО ДВИЖЕЊЕ, НЕОЗНАЧЕНО                     
H52,,ЗАБОЛУВАЊА НА РЕФРАКЦИЈАТА И НА АКОМОДАЦИЈАТА                        
H52,0,ХИПЕРМЕТРОПИЈА                                                        
H52,1,МИОПИЈА                                                               
H52,2,АСТИГМАТИЗАМ                                                          
H52,3,АНИЗОМЕТРОПИЈА И АНИЗЕИКОНИЈА                                         
H52,4,ПРЕЗБИОПИЈА                                                           
H52,5,ЗАБОЛУВАЊА НА АКОМОДАЦИЈАТА                                          
H52,6,ДРУГИ ЗАБОЛУВАЊА НА РЕФРАКЦИЈАТА                                     
H52,7,ЗАБОЛУВАЊЕ НА РЕФРАКЦИЈАТА,НЕОЗНАЧЕНО                                
H53,,НАРУШУВАЊЕ НА ВИДОТ                                                  
H53,0,АМБЛИОПИЈА БЕЗ АНОПСИЈА                                               
H53,1,СУБЈЕКТИВНИ НАРУШУВАЊА НА ВИДОТ                                      
H53,2,ДИПЛОПИЈА                                                             
H53,3,ДРУГИ ЗАБОЛУВАЊА НА БИНОКУЛАРНИОТ ВИД                                
H53,4,ДЕФЕКТИ ВО ВИДНОТО ПОЛЕ                                               
H53,5,НЕДОСТАТОК ВО ВИДОТ НА БОИТЕ                                          
H53,6,НОЌНО СЕЛПИЛО                                                         
H53,8,ДРУГИ НАРУШУВАЊА НА ВИДОТ                                            
H53,9,НАРУШУВАЊЕ НА ВИДОТ, НЕОЗНАЧЕНО                                      
H54,,СЛЕПИЛО И СЛАБ ВИД                                                    
H54,0,СЛЕПИЛО НА ДВЕТЕ ОЧИ                                                  
H54,1,СЛЕПИЛО НА ЕДНО ОКО, СЛАБ ВИД НА ДРУГОТО ОКО                          
H54,2,СЛАБ ВИД НА ДВЕТЕ ОЧИ                                                 
H54,3,НЕКВАЛИФИКУВАНО ГУБЕЊЕ НА ВИДОТ НА ДВЕТЕ ОЧИ                         
H54,4,СЛЕПИЛО НА ЕДНО ОКО                                                   
H54,5,СЛАБ ВИД НА ЕДНОТО ОКО                                                
H54,6,НЕКВАЛИФИКУВАНО ГУБЕЊЕ НА ВИДОТ НА ЕДНОТО ОКО                        
H54,7,НЕОЗНАЧЕНО ГУБЕЊЕ НА ВИДОТ                                           
H55,,НИСТАГМУС И ДРУГИ ИРЕГУЛАРНИ ДВИЖЕЊА НА ОКОТО                        
H57,,ДРУГИ ЗАБОЛУВАЊА НА ОКОТО И НА АДНЕКСИТЕ                             
H57,0,АНОМАЛИИ НА ПУПИЛАРНАТА ФУНКЦИЈА                                      
H57,1,ОКУЛАРНА БОЛКА                                                        
H57,8,ДРУГИ ОЗНАЧЕНИ ЗАБОЛУВАЊА НА ОКОТО  И НА АДНЕКСИТЕ                   
H57,9,ЗАБОЛУВАЊЕ НА ОКОТО И НА АДНЕКСИТЕ,НЕОЗНАЧЕНО                        
H58,,ДУГИ ЗАБОЛУВАЊА НА ОКОТО И НА АДНЕКСИТЕ КАЈ БОЛЕСТИ КЛАСИФ.НА ДР.М.  
H58,0,АНОМАЛИИ НА ПУПИЛАРНАТА ФУНКЦИЈА КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДР.МЕСТО 
H58,1,НАРУШУВАЊЕ НА ВИДОТ КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО         
H58,8,ДР.ОЗНАЧЕНИ ЗАБОЛУВ.НА ОКОТО И НА АДНЕКСИТЕ КАЈ БОЛ.КЛАС.НА ДР.МЕСТО  
H59,,ПОСТПРОЦЕДУРАЛНИ ЗАБОЛУВАЊА НА ОКОТО И НА АДНЕКС. НЕКЛАС. НА ДР. МЕСТО
H59,0,СИНДРОМ НА СТАКЛЕСТО ТЕЛО ПО ОПЕРАЦИЈА НА КАТАРАКТА                   
H59,8,ДРУГИ ПОСТПРОЦЕДУРАЛНИ ЗАБОЛУВАЊА НА ОКОТО И НА АДНЕКСИТЕ            
H59,9,ПОСТПРОЦЕДУРАЛНИ ЗАБОЛУВАЊА НА ОКОТО И НА АДНЕКСИТЕ,НЕОЗНАЧЕНО       
H60,,ОТИТИС ЕКСТЕРНА                                                       
H60,0,АПСЦЕС НА НАДВОРЕШНОТО УВО                                            
H60,1,ЦЕЛУЛИТ НА НАДВОРЕШНОТО УВО                                           
H60,2,МАЛИГЕН ОТИТИС ЕКСТЕРНА                                               
H60,3,ДРУГ ИНФЕКТИВЕН ОТИТИС ЕКСТЕРНА                                       
H60,4,ХОЛЕСТЕАТОМ НА НАДВОРЕШНОТО УВО                                       
H60,5,АКУТЕН ОТИТИС ЕКСТЕРНА,НЕИНФЕКТИВЕН                                   
H60,8,ДРУГ ОТИТИС ЕКСТЕРНА                                                  
H60,9,ОТИТИС ЕКСТЕРНА, НЕОЗНАЧЕНО                                           
H61,,ДРУГИ ЗАБОЛУВАЊА НА НАДВОРЕШНОТО УВО                                 
H61,0,ПЕРИХОНДРИТ НА НАДВОРЕШНОТО УВО                                       
H61,1,НЕИНФЕКТИВНИ ЗАБОЛУВАЊА НА ПИНАТА                                    
H61,2,ИМПАКТИРАН ЦЕРУМЕН                                                    
H61,3,СТЕКНАТА СТЕНОЗА НА НАДВОРЕШНИОТ УШЕН КАНАЛ                           
H61,8,ДРУГИ ОЗНАЧЕНИ ЗАБОЛУВАЊА НА НАДВОРЕШНОТО УВО                        
H61,9,ЗАБОЛУВАЊЕ НА НАДВОРЕШНОТО УВО,НЕОЗНАЧЕНО                            
H62,,ЗАБОЛУВАЊА НА НАДВОРЕШНОТО УВО КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДР. МЕСТО 
H62,0,ОТИТИС ЕКСТЕРНА КАЈ БАКТЕРИСКИ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО   
H62,1,ОТИТИС ЕКСТЕРНА КАЈ ВИРУСНИ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО      
H62,2,ОТИТИС ЕКСТЕРНА КАЈ МИКОЗИ                                            
H62,3,ОТИТИС ЕКСТЕРНА КАЈ ДРУГИ ИНФЕКТИВНИ И ПАРАЗАТ.БОЛЕ. КЛАСИФ.НА ДР.МЕСТО
H62,4,ОТИТИС ЕКСТЕРНА КАЈ ДРУГИ БОЛЕСТИ КЛАСИФИЦАРНИ НА ДРУГО МЕСТО         
H62,8,ДРУГИ ЗАБОЛУВАЊА НА НАДВОРЕШНОТО УВО КАЈ БОЛ.КЛАСИФИЦ.НА ДРУГО МЕС.  
H65,,НЕСУПУРАТИВЕН ОТИТИС МЕДИЈА                                           
H65,0,АКУТЕН СЕРОЗЕН ОТИТИС МЕДИЈА                                          
H65,1,ДРУГ АКУТЕН НЕСУПУРАТИВЕН ОТИТИС МЕДИЈА                               
H65,2,ХРОНИЧЕН СЕРОЗЕН ОТИТИС МЕДИЈА                                        
H65,3,ХРОНИЧЕН МУКОИДЕН ОТИТИС МЕДИЈА                                       
H65,4,ДРУГ ХРОНИЧЕН НЕСУПУРАТИВЕН ОТИТИС МЕДИЈА                             
H65,9,НЕСУПУРАТИВЕН ОТИТИС МЕДИЈА,НЕОЗНАЧЕНО                                
H66,,СУПУРАТИВЕН И НЕОЗНАЧЕН ОТИТИС МЕДИЈА                                 
H66,0,АКУТЕН СУПУРАТИВЕН ОТИТИС МЕДИЈА                                      
H66,1,ХРОНИЧЕН ТУБОТИМПАНИЧЕН СУПУРАТИВЕН ОТИТИС МЕДИЈА                     
H66,2,ХРОНИЧЕН АТИКОАНТРАЛЕН СУПУРАТИВЕН ОТИТИС МЕДИЈА                      
H66,3,ДРУГ ХРОНИЧЕН СУПУРАТИВЕН ОТИТИС МЕДИЈА                               
